model,model_revision,precision,lang,item_id,pred,gold,correct
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Travelling_around_the_Schengen_Area#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Valley_of_the_Kings#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Vancouver#1,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Vancouver#2,4,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Victoria_Falls#1,1,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Victoria_Falls#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Video_recording#1,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Video_recording#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Visa#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Visa#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Volunteer_travel#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Volunteer_travel#2,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Walt_Disney_World#1,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Walt_Disney_World#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/War_zone_safety#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/War_zone_safety#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Water#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Water_safety#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Water_safety#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Waterways#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/West_Africa#1,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/West_Africa#2,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Wildlife_photography#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Wildlife_photography#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Winter_driving#1,2,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Working_abroad#1,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Working_abroad#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/World%27s_Fair#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/World%27s_Fair#2,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Yellowstone_National_Park#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,fp16,asm_Beng,https://en.wikivoyage.org/wiki/Yellowstone_National_Park#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Accordion/Right_hand#1,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Accordion/Right_hand#2,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/All_About_Converting_From_Several_Video_Formats_To_DVD#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/All_About_Converting_From_Several_Video_Formats_To_DVD#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/American_Revolution/The_Battles_of_Trenton_and_Princeton#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/American_Revolution/The_Declaration_of_Independence#1,1,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/American_Revolution/The_Declaration_of_Independence#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/American_Revolution/Ticonderoga_and_Bunker_Hill#1,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/American_Revolution/Ticonderoga_and_Bunker_Hill#2,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Ancient_China/Government#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,"https://en.wikibooks.org/wiki/Animal_Behavior/Army_Ants_-_Social_Hierarchy,_Life_Cycles,_and_Migration#1",3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,"https://en.wikibooks.org/wiki/Animal_Behavior/Army_Ants_-_Social_Hierarchy,_Life_Cycles,_and_Migration#2",2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Animal_Behavior/Biological_Rhythms#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Animal_Behavior/Population_Genetics#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Animal_Behavior/Population_Genetics#2,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Applied_Ecology/Nature_Tourism#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Applied_Ecology/New_Societies_and_Cultures#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Basics#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Basics#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Computer#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Computer#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Synchronous_and_asynchronous_communication_methods#1,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Synchronous_and_asynchronous_communication_methods#2,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Castles_of_England/The_Development_of_the_Castle#1,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Castles_of_England/The_Development_of_the_Castle#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Castles_of_England/Tudor_Castles#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Castles_of_England/Tudor_Castles#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Introduction#1,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Introduction#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Nutrition#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Nutrition#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Training#1,4,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Training#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Behavioural_and_Neuroscience_Methods#1,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Behavioural_and_Neuroscience_Methods#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Evolutionary_Perspective_on_Social_Cognitions#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Evolutionary_Perspective_on_Social_Cognitions#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation#2,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Problem_Solving_from_an_Evolutionary_Perspective#1,1,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Problem_Solving_from_an_Evolutionary_Perspective#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Communication_Theory/Nonverbal_Communication#1,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Communication_Theory/Nonverbal_Communication#2,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Communication_Theory/Orality_and_Literacy#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Communication_Theory/Orality_and_Literacy#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Communication_Theory/Uses_and_Gratifications#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Communication_Theory/Uses_and_Gratifications#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Costume_History/Gothic#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Costume_History/Gothic#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Environmental_theory_and_collection_of_ideas/Environmentalism_and_survival#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Environmental_theory_and_collection_of_ideas/Environmentalism_and_survival#2,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/European_History/Absolutism_in_Europe#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/European_History/Absolutism_in_Europe#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/European_History/Challenges_to_Spiritual_Authority#1,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/European_History/Revolution_in_France#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/European_History/Revolution_in_France#2,4,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/European_History/World_War_I#1,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/European_History/World_War_I#2,1,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Can_Exercise_Really_Help_Multiple_Sclerosis%3F#1,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Physical_activity_effect_on_mental_health_in_people_with_chronic_lower_back_pain#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Fencing#1,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/First_Aid/Poisoning#1,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/First_Aid/Primary_Assessment_%26_Basic_Life_Support#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/First_Aid/Primary_Assessment_%26_Basic_Life_Support#2,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/French_Revolution/Effects#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/French_Revolution/Effects#2,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Introduction#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Introduction#2,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,"https://en.wikibooks.org/wiki/General_Biology/Genetics/DNA,_The_Genetic_Material#1",4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/General_Biology/Genetics/Mutation#1,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/General_Biology/Genetics/Mutation#2,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Goats/Introduction#1,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Golf#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Golf#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/High_School_Biology/Nature_of_Science#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/High_School_Biology/Nature_of_Science#2,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/High_School_Earth_Science/Storms#1,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/High_School_Earth_Science/Storms#2,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/High_School_Earth_Science/Telescopes#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/High_School_Earth_Science/Telescopes#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/History_of_Islam/Early_Islam#1,4,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/History_of_Rail_Transport/Early_Rail_Transportation#1,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/History_of_Rail_Transport/Early_Rail_Transportation#2,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/History_of_Technology/Cultural_Determinism#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/History_of_Technology/Technological_Determinism#1,2,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing#1,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/How_to_Play_Violin/Bowing#2,1,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Bones#1,3,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Bones#2,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Genetics/Introduction#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Genetics/Introduction#2,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Oldowan#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Oldowan#2,1,1,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Culture#1,4,4,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Race_and_Ethnicity#1,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Race_and_Ethnicity#2,1,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Socialization#1,4,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Socialization#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Society#1,3,2,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Society#2,2,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introductory_Tourism#1,3,3,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Introductory_Tourism#2,2,2,1
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Learning_Theories/Organizational_Learning:_Influencing_Factors#1,2,1,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Learning_Theories/Organizational_Learning:_Influencing_Factors#2,2,3,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Learning_Theories/Post-Modern_Theories#1,3,4,0
qwen2.5-3b-instruct,aa8e72537993ba99e69dfaafa59ed015b17504d1,int8_llmint8,asm_Beng,https://en.wikibooks.org/wiki/Learning_Theories/Post-Modern_Theories#2,4,2,0
